,price
278,26.95806779769091
279,27.05806779769091
280,27.15806779769091
281,27.258067797690913
282,27.358067797690914
283,27.458067797690916
284,27.558067797690917
285,27.65806779769092
286,27.75806779769092
287,27.85806779769092
288,27.958067797690923
289,28.058067797690924
290,28.158067797690926
291,28.258067797690927
292,28.35806779769093
293,28.45806779769093
294,28.55806779769093
295,28.658067797690933
296,28.758067797690934
297,28.858067797690936
298,28.958067797690937
299,29.05806779769094
300,29.15806779769094
301,29.25806779769094
302,29.358067797690943
303,29.458067797690944
304,29.558067797690946
305,29.658067797690947
306,29.75806779769095
307,29.85806779769095
308,29.95806779769095
309,30.058067797690953
310,30.158067797690954
311,30.258067797690956
312,30.358067797690957
313,30.45806779769096
314,30.55806779769096
315,30.65806779769096
316,30.758067797690963
317,30.858067797690964
318,30.958067797690966
319,31.058067797690967
320,31.15806779769097
321,31.25806779769097
322,31.35806779769097
323,31.458067797690973
324,31.558067797690974
325,31.658067797690975
326,31.758067797690977
327,31.85806779769098
328,31.95806779769098
329,32.05806779769098
330,32.15806779769098
331,32.258067797690984
332,32.358067797690985
333,32.45806779769099
334,32.55806779769099
335,32.65806779769099
336,32.75806779769099
337,32.85806779769099
338,32.958067797690994
339,33.058067797690995
340,33.158067797691
341,33.258067797691
342,33.358067797691
343,33.458067797691
344,33.558067797691
345,33.658067797691004
346,33.758067797691005
347,33.85806779769101
348,33.95806779769101
349,34.05806779769101
350,34.15806779769101
351,34.25806779769101
352,34.358067797691014
353,34.458067797691015
354,34.55806779769102
355,34.65806779769102
356,34.75806779769102
357,34.85806779769102
358,34.95806779769102
359,35.058067797691024
360,35.158067797691025
361,35.25806779769103
362,35.35806779769103
363,35.45806779769103
364,35.55806779769103
365,35.65806779769103
366,35.758067797691034
367,35.858067797691035
368,35.95806779769104
369,36.05806779769104
370,36.15806779769104
371,36.25806779769104
372,36.35806779769104
373,36.458067797691044
374,36.558067797691045
375,36.65806779769105
376,36.75806779769105
377,36.85806779769105
378,36.95806779769105
379,37.05806779769105
380,37.158067797691054
381,37.258067797691055
382,37.35806779769106
383,37.45806779769106
384,37.55806779769106
385,37.65806779769106
386,37.75806779769106
387,37.858067797691064
388,37.958067797691065
389,38.058067797691066
390,38.15806779769107
391,38.25806779769107
392,38.35806779769107
393,38.45806779769107
394,38.55806779769107
395,38.658067797691075
396,38.758067797691076
397,38.85806779769108
398,38.95806779769108
399,39.05806779769108
400,39.15806779769108
401,39.25806779769108
402,39.358067797691085
403,39.458067797691086
404,39.55806779769109
405,39.65806779769109
406,39.75806779769109
407,39.85806779769109
408,39.95806779769109
409,40.058067797691095
410,40.158067797691096
411,40.2580677976911
412,40.3580677976911
413,40.4580677976911
414,40.5580677976911
415,40.6580677976911
416,40.758067797691105
417,40.858067797691106
418,40.95806779769111
419,41.05806779769111
420,41.15806779769111
421,41.25806779769111
422,41.35806779769111
423,41.458067797691115
424,41.558067797691116
425,41.65806779769112
426,41.75806779769112
427,41.85806779769112
428,41.95806779769112
429,42.05806779769112
430,42.158067797691125
431,42.258067797691126
432,42.35806779769113
433,42.45806779769113
434,42.55806779769113
435,42.65806779769113
436,42.75806779769113
437,42.858067797691135
438,42.958067797691136
439,43.05806779769114
440,43.15806779769114
441,43.25806779769114
442,43.35806779769114
443,43.45806779769114
444,43.558067797691145
445,43.658067797691146
446,43.75806779769115
447,43.85806779769115
448,43.95806779769115
449,44.05806779769115
450,44.15806779769115
451,44.258067797691155
452,44.358067797691156
453,44.45806779769116
454,44.55806779769116
455,44.65806779769116
456,44.75806779769116
457,44.85806779769116
458,44.958067797691164
459,45.058067797691166
460,45.15806779769117
461,45.25806779769117
462,45.35806779769117
463,45.45806779769117
464,45.55806779769117
465,45.658067797691174
466,45.758067797691176
467,45.85806779769118
468,45.95806779769118
469,46.05806779769118
470,46.15806779769118
471,46.25806779769118
472,46.358067797691184
473,46.458067797691186
474,46.55806779769119
475,46.65806779769119
476,46.75806779769119
477,46.85806779769119
478,46.95806779769119
479,47.058067797691194
480,47.158067797691196
481,47.2580677976912
482,47.3580677976912
483,47.4580677976912
484,47.5580677976912
485,47.6580677976912
486,47.758067797691204
487,47.858067797691206
488,47.95806779769121
489,48.05806779769121
490,48.15806779769121
491,48.25806779769121
492,48.35806779769121
493,48.458067797691214
494,48.558067797691216
495,48.65806779769122
496,48.75806779769122
497,48.85806779769122
498,48.95806779769122
499,49.05806779769122
500,49.158067797691224
501,49.258067797691226
502,49.35806779769123
503,49.45806779769123
504,49.55806779769123
505,49.65806779769123
506,49.75806779769123
507,49.858067797691234
508,49.958067797691236
509,50.05806779769124
510,50.15806779769124
511,50.25806779769124
512,50.35806779769124
513,50.45806779769124
514,50.558067797691244
515,50.658067797691245
516,50.75806779769125
517,50.85806779769125
518,50.95806779769125
519,51.05806779769125
520,51.15806779769125
521,51.258067797691254
522,51.358067797691255
523,51.45806779769126
524,51.55806779769126
525,51.65806779769126
526,51.75806779769126
527,51.85806779769126
528,51.958067797691264
529,52.058067797691265
530,52.15806779769127
531,52.25806779769127
532,52.35806779769127
533,52.45806779769127
534,52.55806779769127
535,52.658067797691274
536,52.758067797691275
537,52.85806779769128
538,52.95806779769128
539,53.05806779769128
540,53.15806779769128
541,53.25806779769128
542,53.358067797691284
543,53.458067797691285
544,53.55806779769129
545,53.65806779769129
546,53.75806779769129
547,53.85806779769129
548,53.95806779769129
549,54.058067797691294
550,54.158067797691295
551,54.2580677976913
552,54.3580677976913
553,54.4580677976913
554,54.5580677976913
555,54.6580677976913
556,54.758067797691304
557,54.858067797691305
558,54.95806779769131
559,55.05806779769131
560,55.15806779769131
561,55.25806779769131
562,55.35806779769131
563,55.458067797691314
564,55.558067797691315
565,55.65806779769132
566,55.75806779769132
567,55.85806779769132
568,55.95806779769132
569,56.05806779769132
570,56.158067797691324
571,56.258067797691325
572,56.35806779769133
573,56.45806779769133
574,56.55806779769133
575,56.65806779769133
576,56.75806779769133
577,56.858067797691334
578,56.958067797691335
579,57.058067797691336
580,57.15806779769134
581,57.25806779769134
582,57.35806779769134
583,57.45806779769134
584,57.55806779769134
585,57.658067797691345
586,57.758067797691346
587,57.85806779769135
588,57.95806779769135
589,58.05806779769135
590,58.15806779769135
591,58.25806779769135
592,58.358067797691355
593,58.458067797691356
594,58.55806779769136
595,58.65806779769136
596,58.75806779769136
597,58.85806779769136
598,58.95806779769136
599,59.058067797691365
600,59.158067797691366
601,59.25806779769137
602,59.35806779769137
603,59.45806779769137
604,59.55806779769137
605,59.65806779769137
606,59.758067797691375
607,59.858067797691376
608,59.95806779769138
609,60.05806779769138
610,60.15806779769138
611,60.25806779769138
612,60.35806779769138
613,60.458067797691385
614,60.558067797691386
615,60.65806779769139
616,60.75806779769139
617,60.85806779769139
618,60.95806779769139
619,61.05806779769139
620,61.158067797691395
621,61.258067797691396
622,61.3580677976914
623,61.4580677976914
624,61.5580677976914
625,61.6580677976914
626,61.7580677976914
627,61.858067797691405
628,61.958067797691406
629,62.05806779769141
630,62.15806779769141
631,62.25806779769141
632,62.35806779769141
633,62.45806779769141
634,62.558067797691415
635,62.658067797691416
636,62.75806779769142
637,62.85806779769142
638,62.95806779769142
639,63.05806779769142
640,63.15806779769142
641,63.258067797691425
642,63.358067797691426
643,63.45806779769143
644,63.55806779769143
645,63.65806779769143
646,63.75806779769143
647,63.85806779769143
648,63.958067797691434
649,64.05806779769144
650,64.15806779769143
651,64.25806779769142
652,64.35806779769142
653,64.45806779769141
654,64.55806779769141
655,64.6580677976914
656,64.7580677976914
657,64.85806779769139
658,64.95806779769138
659,65.05806779769138
660,65.15806779769137
661,65.25806779769137
662,65.35806779769136
663,65.45806779769136
664,65.55806779769135
665,65.65806779769134
666,65.75806779769134
667,65.85806779769133
668,65.95806779769133
669,66.05806779769132
670,66.15806779769132
671,66.25806779769131
672,66.3580677976913
673,66.4580677976913
674,66.5580677976913
675,66.65806779769129
676,66.75806779769128
677,66.85806779769128
678,66.95806779769127
679,67.05806779769127
680,67.15806779769126
681,67.25806779769125
682,67.35806779769125
683,67.45806779769124
684,67.55806779769124
685,67.65806779769123
686,67.75806779769123
687,67.85806779769122
688,67.95806779769121
689,68.05806779769121
690,68.1580677976912
691,68.2580677976912
692,68.35806779769119
693,68.45806779769119
694,68.55806779769118
695,68.65806779769117
696,68.75806779769117
697,68.85806779769116
698,68.95806779769116
699,69.05806779769115
700,69.15806779769115
701,69.25806779769114
702,69.35806779769113
703,69.45806779769113
704,69.55806779769112
705,69.65806779769112
706,69.75806779769111
707,69.8580677976911
708,69.9580677976911
709,70.0580677976911
710,70.15806779769109
711,70.25806779769108
712,70.35806779769108
713,70.45806779769107
714,70.55806779769107
715,70.65806779769106
716,70.75806779769106
717,70.85806779769105
718,70.95806779769104
719,71.05806779769104
720,71.15806779769103
721,71.25806779769103
722,71.35806779769102
723,71.45806779769102
724,71.55806779769101
725,71.658067797691
726,71.758067797691
727,71.85806779769099
728,71.95806779769099
729,72.05806779769098
730,72.15806779769098
731,72.25806779769097
732,72.35806779769096
733,72.45806779769096
734,72.55806779769095
735,72.65806779769095
736,72.75806779769094
737,72.85806779769094
738,72.95806779769093
739,73.05806779769092
740,73.15806779769092
741,73.25806779769091
742,73.35806779769091
743,73.4580677976909
744,73.5580677976909
745,73.65806779769089
746,73.75806779769088
747,73.85806779769088
748,73.95806779769087
749,74.05806779769087
750,74.15806779769086
751,74.25806779769086
752,74.35806779769085
753,74.45806779769084
754,74.55806779769084
755,74.65806779769083
756,74.75806779769083
757,74.85806779769082
758,74.95806779769082
759,75.05806779769081
760,75.1580677976908
761,75.2580677976908
762,75.3580677976908
763,75.45806779769079
764,75.55806779769078
765,75.65806779769078
766,75.75806779769077
767,75.85806779769077
768,75.95806779769076
769,76.05806779769075
770,76.15806779769075
771,76.25806779769074
772,76.35806779769074
773,76.45806779769073
774,76.55806779769073
775,76.65806779769072
776,76.75806779769071
777,76.85806779769071
778,76.9580677976907
779,77.0580677976907
780,77.15806779769069
781,77.25806779769069
782,77.35806779769068
783,77.45806779769067
784,77.55806779769067
785,77.65806779769066
786,77.75806779769066
787,77.85806779769065
788,77.95806779769065
789,78.05806779769064
790,78.15806779769063
791,78.25806779769063
792,78.35806779769062
793,78.45806779769062
794,78.55806779769061
795,78.6580677976906
796,78.7580677976906
797,78.8580677976906
798,78.95806779769059
799,79.05806779769058
800,79.15806779769058
801,79.25806779769057
802,79.35806779769057
803,79.45806779769056
804,79.55806779769055
805,79.65806779769055
806,79.75806779769054
807,79.85806779769054
808,79.95806779769053
809,80.05806779769053
810,80.15806779769052
811,80.25806779769052
812,80.35806779769051
813,80.4580677976905
814,80.5580677976905
815,80.65806779769049
816,80.75806779769049
817,80.85806779769048
818,80.95806779769048
819,81.05806779769047
820,81.15806779769046
821,81.25806779769046
822,81.35806779769045
823,81.45806779769045
824,81.55806779769044
825,81.65806779769044
826,81.75806779769043
827,81.85806779769042
828,81.95806779769042
829,82.05806779769041
830,82.1580677976904
831,82.2580677976904
832,82.3580677976904
833,82.45806779769039
834,82.55806779769038
835,82.65806779769038
836,82.75806779769037
837,82.85806779769037
838,82.95806779769036
839,83.05806779769036
840,83.15806779769035
841,83.25806779769034
842,83.35806779769034
843,83.45806779769033
844,83.55806779769033
845,83.65806779769032
846,83.75806779769032
847,83.85806779769031
848,83.9580677976903
849,84.0580677976903
850,84.1580677976903
851,84.25806779769029
852,84.35806779769028
853,84.45806779769028
854,84.55806779769027
855,84.65806779769026
856,84.75806779769026
857,84.85806779769025
858,84.95806779769025
859,85.05806779769024
860,85.15806779769024
861,85.25806779769023
862,85.35806779769023
863,85.45806779769022
864,85.55806779769021
865,85.65806779769021
866,85.7580677976902
867,85.8580677976902
868,85.95806779769019
869,86.05806779769019
870,86.15806779769018
871,86.25806779769017
872,86.35806779769017
873,86.45806779769016
874,86.55806779769016
875,86.65806779769015
876,86.75806779769015
877,86.85806779769014
878,86.95806779769013
879,87.05806779769013
880,87.15806779769012
881,87.25806779769012
882,87.35806779769011
883,87.4580677976901
884,87.5580677976901
885,87.6580677976901
886,87.75806779769009
887,87.85806779769008
888,87.95806779769008
889,88.05806779769007
890,88.15806779769007
891,88.25806779769006
892,88.35806779769005
893,88.45806779769005
894,88.55806779769004
895,88.65806779769004
896,88.75806779769003
897,88.85806779769003
898,88.95806779769002
899,89.05806779769001
900,89.15806779769001
901,89.25806779769
902,89.35806779769
903,89.45806779768999
904,89.55806779768999
905,89.65806779768998
906,89.75806779768998
907,89.85806779768997
908,89.95806779768996
909,90.05806779768996
910,90.15806779768995
911,90.25806779768995
912,90.35806779768994
913,90.45806779768994
914,90.55806779768993
915,90.65806779768992
916,90.75806779768992
917,90.85806779768991
918,90.9580677976899
919,91.0580677976899
920,91.1580677976899
921,91.25806779768989
922,91.35806779768988
923,91.45806779768988
924,91.55806779768987
925,91.65806779768987
926,91.75806779768986
927,91.85806779768986
928,91.95806779768985
929,92.05806779768984
930,92.15806779768984
931,92.25806779768983
932,92.35806779768983
933,92.45806779768982
934,92.55806779768982
935,92.65806779768981
936,92.7580677976898
937,92.8580677976898
938,92.9580677976898
939,93.05806779768979
940,93.15806779768978
941,93.25806779768978
942,93.35806779768977
943,93.45806779768976
944,93.55806779768976
945,93.65806779768975
946,93.75806779768975
947,93.85806779768974
948,93.95806779768974
949,94.05806779768973
950,94.15806779768972
951,94.25806779768972
952,94.35806779768971
953,94.45806779768971
954,94.5580677976897
955,94.6580677976897
956,94.75806779768969
957,94.85806779768969
958,94.95806779768968
959,95.05806779768967
960,95.15806779768967
961,95.25806779768966
962,95.35806779768966
963,95.45806779768965
964,95.55806779768965
965,95.65806779768964
966,95.75806779768963
967,95.85806779768963
968,95.95806779768962
969,96.05806779768962
970,96.15806779768961
971,96.2580677976896
972,96.3580677976896
973,96.4580677976896
974,96.55806779768959
975,96.65806779768958
976,96.75806779768958
977,96.85806779768957
978,96.95806779768957
979,97.05806779768956
980,97.15806779768955
981,97.25806779768955
982,97.35806779768954
983,97.45806779768954
984,97.55806779768953
985,97.65806779768953
986,97.75806779768952
987,97.85806779768951
988,97.95806779768951
989,98.0580677976895
990,98.1580677976895
991,98.25806779768949
992,98.35806779768949
993,98.45806779768948
994,98.55806779768947
995,98.65806779768947
996,98.75806779768946
997,98.85806779768946
998,98.95806779768945
999,99.05806779768945
1000,99.15806779768944
1001,99.25806779768943
1002,99.35806779768943
1003,99.45806779768942
1004,99.55806779768942
1005,99.65806779768941
1006,99.7580677976894
1007,99.8580677976894
1008,99.9580677976894
1009,100.05806779768939
1010,100.15806779768938
1011,100.25806779768938
1012,100.35806779768937
1013,100.45806779768937
1014,100.55806779768936
1015,100.65806779768936
1016,100.75806779768935
1017,100.85806779768934
1018,100.95806779768934
1019,101.05806779768933
1020,101.15806779768933
1021,101.25806779768932
1022,101.35806779768932
1023,101.45806779768931
1024,101.5580677976893
1025,101.6580677976893
1026,101.75806779768929
1027,101.85806779768929
1028,101.95806779768928
1029,102.05806779768928
1030,102.15806779768927
1031,102.25806779768926
1032,102.35806779768926
1033,102.45806779768925
1034,102.55806779768925
1035,102.65806779768924
1036,102.75806779768924
1037,102.85806779768923
1038,102.95806779768922
1039,103.05806779768922
1040,103.15806779768921
1041,103.25806779768921
1042,103.3580677976892
1043,103.4580677976892
1044,103.55806779768919
1045,103.65806779768918
1046,103.75806779768918
1047,103.85806779768917
1048,103.95806779768917
1049,104.05806779768916
1050,104.15806779768916
1051,104.25806779768915
1052,104.35806779768915
1053,104.45806779768914
1054,104.55806779768913
1055,104.65806779768913
1056,104.75806779768912
1057,104.85806779768912
1058,104.95806779768911
1059,105.0580677976891
1060,105.1580677976891
1061,105.2580677976891
1062,105.35806779768909
1063,105.45806779768908
1064,105.55806779768908
1065,105.65806779768907
1066,105.75806779768907
1067,105.85806779768906
1068,105.95806779768905
1069,106.05806779768905
1070,106.15806779768904
1071,106.25806779768904
1072,106.35806779768903
1073,106.45806779768903
1074,106.55806779768902
1075,106.65806779768901
1076,106.75806779768901
1077,106.858067797689
1078,106.958067797689
1079,107.05806779768899
1080,107.15806779768899
1081,107.25806779768898
1082,107.35806779768897
1083,107.45806779768897
1084,107.55806779768896
1085,107.65806779768896
1086,107.75806779768895
1087,107.85806779768895
1088,107.95806779768894
1089,108.05806779768893
1090,108.15806779768893
1091,108.25806779768892
1092,108.35806779768892
1093,108.45806779768891
1094,108.5580677976889
1095,108.6580677976889
1096,108.7580677976889
1097,108.85806779768889
1098,108.95806779768888
1099,109.05806779768888
1100,109.15806779768887
1101,109.25806779768887
1102,109.35806779768886
1103,109.45806779768886
1104,109.55806779768885
1105,109.65806779768884
1106,109.75806779768884
1107,109.85806779768883
1108,109.95806779768883
1109,110.05806779768882
1110,110.15806779768882
1111,110.25806779768881
1112,110.3580677976888
1113,110.4580677976888
1114,110.55806779768879
1115,110.65806779768879
1116,110.75806779768878
1117,110.85806779768878
1118,110.95806779768877
1119,111.05806779768876
1120,111.15806779768876
1121,111.25806779768875
1122,111.35806779768875
1123,111.45806779768874
1124,111.55806779768874
1125,111.65806779768873
1126,111.75806779768872
1127,111.85806779768872
1128,111.95806779768871
1129,112.05806779768871
1130,112.1580677976887
1131,112.2580677976887
1132,112.35806779768869
1133,112.45806779768868
1134,112.55806779768868
1135,112.65806779768867
1136,112.75806779768867
1137,112.85806779768866
1138,112.95806779768866
1139,113.05806779768865
1140,113.15806779768864
1141,113.25806779768864
1142,113.35806779768863
1143,113.45806779768863
1144,113.55806779768862
1145,113.65806779768862
1146,113.75806779768861
1147,113.8580677976886
1148,113.9580677976886
1149,114.0580677976886
1150,114.15806779768859
1151,114.25806779768858
1152,114.35806779768858
1153,114.45806779768857
1154,114.55806779768857
1155,114.65806779768856
1156,114.75806779768855
1157,114.85806779768855
1158,114.95806779768854
1159,115.05806779768854
1160,115.15806779768853
1161,115.25806779768853
1162,115.35806779768852
1163,115.45806779768851
1164,115.55806779768851
1165,115.6580677976885
1166,115.7580677976885
1167,115.85806779768849
1168,115.95806779768849
1169,116.05806779768848
1170,116.15806779768847
1171,116.25806779768847
1172,116.35806779768846
1173,116.45806779768846
1174,116.55806779768845
1175,116.65806779768845
1176,116.75806779768844
1177,116.85806779768843
1178,116.95806779768843
1179,117.05806779768842
1180,117.15806779768842
1181,117.25806779768841
1182,117.3580677976884
1183,117.4580677976884
1184,117.5580677976884
1185,117.65806779768839
1186,117.75806779768838
1187,117.85806779768838
1188,117.95806779768837
1189,118.05806779768837
1190,118.15806779768836
1191,118.25806779768835
1192,118.35806779768835
1193,118.45806779768834
1194,118.55806779768834
1195,118.65806779768833
1196,118.75806779768833
1197,118.85806779768832
1198,118.95806779768832
1199,119.05806779768831
1200,119.1580677976883
1201,119.2580677976883
1202,119.35806779768829
1203,119.45806779768829
1204,119.55806779768828
1205,119.65806779768828
1206,119.75806779768827
1207,119.85806779768826
1208,119.95806779768826
1209,120.05806779768825
1210,120.15806779768825
1211,120.25806779768824
1212,120.35806779768824
1213,120.45806779768823
1214,120.55806779768822
1215,120.65806779768822
1216,120.75806779768821
1217,120.85806779768821
1218,120.9580677976882
1219,121.0580677976882
1220,121.15806779768819
1221,121.25806779768818
1222,121.35806779768818
1223,121.45806779768817
1224,121.55806779768817
1225,121.65806779768816
1226,121.75806779768816
1227,121.85806779768815
1228,121.95806779768814
1229,122.05806779768814
1230,122.15806779768813
1231,122.25806779768813
1232,122.35806779768812
1233,122.45806779768812
1234,122.55806779768811
1235,122.6580677976881
1236,122.7580677976881
1237,122.8580677976881
1238,122.95806779768809
1239,123.05806779768808
1240,123.15806779768808
1241,123.25806779768807
1242,123.35806779768807
1243,123.45806779768806
1244,123.55806779768805
1245,123.65806779768805
1246,123.75806779768804
1247,123.85806779768804
1248,123.95806779768803
1249,124.05806779768803
1250,124.15806779768802
1251,124.25806779768801
1252,124.35806779768801
1253,124.458067797688
1254,124.558067797688
1255,124.65806779768799
1256,124.75806779768799
1257,124.85806779768798
1258,124.95806779768797
1259,125.05806779768797
1260,125.15806779768796
1261,125.25806779768796
1262,125.35806779768795
1263,125.45806779768795
1264,125.55806779768794
1265,125.65806779768793
1266,125.75806779768793
1267,125.85806779768792
1268,125.95806779768792
1269,126.05806779768791
1270,126.1580677976879
1271,126.2580677976879
1272,126.3580677976879
1273,126.45806779768789
1274,126.55806779768788
1275,126.65806779768788
1276,126.75806779768787
1277,126.85806779768787
1278,126.95806779768786
1279,127.05806779768785
1280,127.15806779768785
1281,127.25806779768784
1282,127.35806779768784
1283,127.45806779768783
1284,127.55806779768783
1285,127.65806779768782
1286,127.75806779768781
1287,127.85806779768781
1288,127.9580677976878
1289,128.0580677976878
1290,128.1580677976878
1291,128.2580677976878
1292,128.3580677976878
1293,128.4580677976878
1294,128.55806779768778
1295,128.65806779768778
1296,128.75806779768777
1297,128.85806779768777
1298,128.95806779768776
1299,129.05806779768776
1300,129.15806779768775
1301,129.25806779768774
1302,129.35806779768774
1303,129.45806779768773
1304,129.55806779768773
1305,129.65806779768772
1306,129.75806779768772
1307,129.8580677976877
1308,129.9580677976877
1309,130.0580677976877
1310,130.1580677976877
1311,130.2580677976877
1312,130.35806779768768
1313,130.45806779768768
1314,130.55806779768767
1315,130.65806779768766
1316,130.75806779768766
1317,130.85806779768765
1318,130.95806779768765
1319,131.05806779768764
1320,131.15806779768764
1321,131.25806779768763
1322,131.35806779768762
1323,131.45806779768762
1324,131.5580677976876
1325,131.6580677976876
1326,131.7580677976876
1327,131.8580677976876
1328,131.9580677976876
1329,132.05806779768758
1330,132.15806779768758
1331,132.25806779768757
1332,132.35806779768757
1333,132.45806779768756
1334,132.55806779768756
1335,132.65806779768755
1336,132.75806779768754
1337,132.85806779768754
1338,132.95806779768753
1339,133.05806779768753
1340,133.15806779768752
1341,133.25806779768752
1342,133.3580677976875
1343,133.4580677976875
1344,133.5580677976875
1345,133.6580677976875
1346,133.7580677976875
1347,133.85806779768748
1348,133.95806779768748
1349,134.05806779768747
1350,134.15806779768747
1351,134.25806779768746
1352,134.35806779768745
1353,134.45806779768745
1354,134.55806779768744
1355,134.65806779768744
1356,134.75806779768743
1357,134.85806779768743
1358,134.95806779768742
1359,135.05806779768741
1360,135.1580677976874
